source_domain,source_url,source_title,anchor_text,broken_url,broken_domain,status,follow_status,link_type,final_domain
tompalmer.co.uk,https://tompalmer.co.uk/schools-librarians/literacy-resources/,Literacy Resources,here.,https://www.thethoughtfulspotbooks.com/tom-palmer-books,thethoughtfulspotbooks.com,redirect->thebook-stop.com,dofollow,redirected_unrelated_topic,thebook-stop.com
tompalmer.co.uk,https://tompalmer.co.uk/schools-librarians/literacy-resources/,Literacy Resources,HIVE,https://www.hive.co.uk/Search/Search?Author=tom%20palmer,hive.co.uk,403,dofollow,broken,hive.co.uk
thefa.com,https://www.thefa.com/football-rules-governance/safeguarding/section-11-the-complete-downloads-directory,the complete downloads directory - Safeguarding,FA Charter Standard Kit Store,http://www.facharterstandard.co.uk/kitstore/,facharterstandard.co.uk,503,dofollow,broken,facharterstandard.co.uk
thefa.com,https://www.thefa.com/football-rules-governance/safeguarding/section-11-the-complete-downloads-directory,the complete downloads directory - Safeguarding,Tutor Stores,http://www.fatutorstore.com/,fatutorstore.com,403,dofollow,broken,fatutorstore.com
tompalmer.co.uk,https://tompalmer.co.uk/schools-librarians/literacy-resources/,Literacy Resources,The Book Depository.,https://www.bookdepository.com/After-War-Tom-Palmer/9781781129487?ref=grid-view&amp;qid=1599724378542&amp;sr=1-1,bookdepository.com,redirect->amazon.com,dofollow,redirected_unrelated_topic,amazon.com
tompalmer.co.uk,https://tompalmer.co.uk/schools-librarians/literacy-resources/,Literacy Resources,Wheelers,https://www.wheelers.co.nz/books/9781781129487-after-the-war-from-auschwitz-to-ambleside/?publisher=Barrington+Stoke+Ltd&amp;sort=alpha&amp;page=2,co.nz,404,dofollow,broken,co.nz
tompalmer.co.uk,https://tompalmer.co.uk/schools-librarians/literacy-resources/,Literacy Resources,Indigo books,https://www.chapters.indigo.ca/en-ca/books/after-the-war/9781781129487-item.html?ikwid=After+the+War+by+Tom+Palmer&amp;ikwsec=Home&amp;ikwidx=0#algoliaQueryId=26ceaf613cc68035925cbe9dfb1b3c16,indigo.ca,404,dofollow,broken,indigo.ca
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,FA FULLTIME YOUTH,http://fulltime-league.thefa.com/Index.do?league=6306575,thefa.com,This operation was aborted,nofollow,broken,thefa.com
thefa.com,https://www.thefa.com/football-rules-governance/safeguarding/section-11-the-complete-downloads-directory,the complete downloads directory - Safeguarding,Young Referees,http://yrdp.fareferees.com/,fareferees.com,This operation was aborted,dofollow,broken,fareferees.com
thefa.com,https://www.thefa.com/football-rules-governance/safeguarding/section-11-the-complete-downloads-directory,the complete downloads directory - Safeguarding,Experiences by Wembley Stadium,http://www.clubwembley.com/,clubwembley.com,redirect->wembleystadium.com,dofollow,redirected_unrelated_topic,wembleystadium.com
thefa.com,https://www.thefa.com/football-rules-governance/safeguarding/section-11-the-complete-downloads-directory,the complete downloads directory - Safeguarding,,https://childline.org.uk/,childline.org.uk,403,dofollow,broken,childline.org.uk
surrey.sch.uk,https://www.byfleet.surrey.sch.uk/page/?title=Useful+Links&pid=14,Byfleet Primary School - Useful Links,Parents&#39; Resources,http://www.topmarks.co.uk/parents/,topmarks.co.uk,403,dofollow,broken,topmarks.co.uk
threeriversacademy.org,https://www.threeriversacademy.org/Curriculum/Elite-Sporting-Provision-Football-Academy/,Elite Sporting Provision Football Academy,,https://threeriversacademy-surrey.frogos.net/,frogos.net,fetch failed,dofollow,broken,frogos.net
threeriversacademy.org,https://www.threeriversacademy.org/Curriculum/Elite-Sporting-Provision-Football-Academy/,Elite Sporting Provision Football Academy,,https://insight-threerivers.thpt.org.uk/secure.aspx,thpt.org.uk,fetch failed,dofollow,broken,thpt.org.uk
nelsontowncouncil.gov.uk,http://www.nelsontowncouncil.gov.uk/Useful_Links_22075.aspx,Useful Links,Pendle Borough Council,http://www.pendle.gov.uk/,pendle.gov.uk,This operation was aborted,dofollow,broken,pendle.gov.uk
nelsontowncouncil.gov.uk,http://www.nelsontowncouncil.gov.uk/Useful_Links_22075.aspx,Useful Links,Pendle Community Network,http://www.pendlecommunitynetwork.org.uk/,pendlecommunitynetwork.org.uk,fetch failed,dofollow,broken,pendlecommunitynetwork.org.uk
threeriversacademy.org,https://www.threeriversacademy.org/Curriculum/Elite-Sporting-Provision-Football-Academy/,Elite Sporting Provision Football Academy,https://www.elitesportingprovision.com/walton-hersham-f.c.-%20free%20trial,https://gbr01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.elitesportingprovision.com%2Fwalton-hersham-f.c.-%2520free%2520trial&amp;data=04%7C01%7CNatalie.Johnson%40threerivers.thpt.org.uk%7Cca34a99c4bdc4ecda85f08d89065ace3%7Cb065954151f045b18ffa3253520f2a8e%7C0%7C0%7C637418113648546562%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&amp;sdata=2lL388JSvT090b%2Fdy61BtZIWXnCm25q4BoIFTB4nfaQ%3D&amp;reserved=0,outlook.com,500,dofollow,broken,outlook.com
nelsontowncouncil.gov.uk,http://www.nelsontowncouncil.gov.uk/Useful_Links_22075.aspx,Useful Links,Lancashire Constabulary,http://www.lancashire.police.uk/,police.uk,403,dofollow,broken,police.uk
threeriversacademy.org,https://www.threeriversacademy.org/Curriculum/Elite-Sporting-Provision-Football-Academy/,Elite Sporting Provision Football Academy,https://fulltime-league.thefa.com/ProcessPublicSelect.do;jsessionid=29C595BF9A0497E40311345C154C058A?psSelectedSeason=58579364&amp;psSelectedDivision=484327210&amp;psSelectedCompetition=0&amp;psSelectedLeague=209426463,https://gbr01.safelinks.protection.outlook.com/?url=https%3A%2F%2Ffulltime-league.thefa.com%2FProcessPublicSelect.do%3Bjsessionid%3D29C595BF9A0497E40311345C154C058A%3FpsSelectedSeason%3D58579364%26psSelectedDivision%3D484327210%26psSelectedCompetition%3D0%26psSelectedLeague%3D209426463&amp;data=04%7C01%7CNatalie.Johnson%40threerivers.thpt.org.uk%7Cc109f540b4a64f3dcd6508d8912f9160%7Cb065954151f045b18ffa3253520f2a8e%7C0%7C0%7C637418980773216634%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&amp;sdata=tZqe%2F3aLFsgADwFU7KmgyErYKCIvTggAtI1%2FbdF11%2BM%3D&amp;reserved=0,outlook.com,500,dofollow,broken,outlook.com
nelsontowncouncil.gov.uk,http://www.nelsontowncouncil.gov.uk/Useful_Links_22075.aspx,Useful Links,Nelson Football Club,http://www.nelsonfootballclub.co.uk/,nelsonfootballclub.co.uk,redirect->bewokwin.cc,dofollow,redirected_unrelated_topic,bewokwin.cc
uk.net,https://stjosephs.uk.net/our-curriculum/elite-football-academy,Elite Football Academy,,https://forms.office.com/pages/responsepage.aspx?id=I6St2NZko0GTMUKpRM08PlfiavTRScdIq10v_rc0dkdUNjVKMVIzV0U0SDAwUFpOTzJYMEdPN0tJUS4u&amp;route=shorturl,office.com,redirect->cloud.microsoft,dofollow,redirected_unrelated_topic,cloud.microsoft
laidlawschoolstrust.co.uk,https://www.excelsior.laidlawschoolstrust.co.uk/897/excelsior-football-academy,Excelsior Football Academy,Lettings,https://schoolhire.co.uk/,schoolhire.co.uk,403,dofollow,broken,schoolhire.co.uk
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,FA FULLTIME GIRLS,http://fulltime-league.thefa.com/Index.do?league=7702944,thefa.com,This operation was aborted,nofollow,broken,thefa.com
laidlawschoolstrust.co.uk,https://www.excelsior.laidlawschoolstrust.co.uk/897/excelsior-football-academy,Excelsior Football Academy,Get Directions,https://goo.gl/maps/7x34rePAARBecEjeA,goo.gl,redirect->google.com,dofollow,redirected_unrelated_topic,google.com
englandfootball.com,https://learn.englandfootball.com/,England Football Learning | Home,Check out the latest Coachcast episode here,https://anchor.fm/coachcast-thefa,anchor.fm,redirect->spotify.com,dofollow,redirected_unrelated_topic,spotify.com
ourlady-starofthesea.org.uk,https://www.ourlady-starofthesea.org.uk/useful-links/,Useful Links | Our Lady Star of the Sea,Classroom Secrets,https://classroomsecrets.co.uk/,classroomsecrets.co.uk,403,dofollow,broken,classroomsecrets.co.uk
ourlady-starofthesea.org.uk,https://www.ourlady-starofthesea.org.uk/useful-links/,Useful Links | Our Lady Star of the Sea,Primary Stars,https://primarystarseducation.co.uk/covid-19-year-1/,primarystarseducation.co.uk,404,dofollow,broken,primarystarseducation.co.uk
newham.sch.uk,https://www.kensington.newham.sch.uk/page/?title=Useful+Links&pid=106,Useful Links - Kensington Primary School,Data Protection,https://www.ttlt.academy/page/?title=Key+Documents+%26amp%3B+Policies&amp;pid=142,ttlt.academy,400,dofollow,broken,ttlt.academy
ourlady-starofthesea.org.uk,https://www.ourlady-starofthesea.org.uk/useful-links/,Useful Links | Our Lady Star of the Sea,Child protection and safeguarding,http://www.sefton.lscb.co.uk/,lscb.co.uk,fetch failed,dofollow,broken,lscb.co.uk
ourlady-starofthesea.org.uk,https://www.ourlady-starofthesea.org.uk/useful-links/,Useful Links | Our Lady Star of the Sea,Parents Reasources,http://www.topmarks.co.uk/parents/,topmarks.co.uk,403,dofollow,broken,topmarks.co.uk
newham.sch.uk,https://www.kensington.newham.sch.uk/page/?title=Useful+Links&pid=106,Useful Links - Kensington Primary School,,https://opencheck.atomwide.com/default.aspx,atomwide.com,fetch failed,dofollow,broken,atomwide.com
ourlady-starofthesea.org.uk,https://www.ourlady-starofthesea.org.uk/useful-links/,Useful Links | Our Lady Star of the Sea,Website design by Primarysite,https://primarysite.net/,primarysite.net,redirect->junipereducation.org,dofollow,redirected_unrelated_topic,junipereducation.org
newham.sch.uk,https://www.kensington.newham.sch.uk/page/?title=Useful+Links&pid=106,Useful Links - Kensington Primary School,https://studybugs.com/about/parents,https://studybugs.com/about/parents,studybugs.com,401,dofollow,broken,studybugs.com
newham.sch.uk,https://www.kensington.newham.sch.uk/page/?title=Useful+Links&pid=106,Useful Links - Kensington Primary School,http://www.education.gov.uk/schools/teachingandlearning/curriculum/primary,http://www.education.gov.uk/schools/teachingandlearning/curriculum/primary,education.gov.uk,redirect->gov.uk,dofollow,redirected_unrelated_topic,gov.uk
newham.sch.uk,https://www.kensington.newham.sch.uk/page/?title=Useful+Links&pid=106,Useful Links - Kensington Primary School,http://www.greatplanthunt.org/,http://www.greatplanthunt.org/,greatplanthunt.org,403,dofollow,broken,kew.org
newham.sch.uk,https://www.kensington.newham.sch.uk/page/?title=Useful+Links&pid=106,Useful Links - Kensington Primary School,http://group.sciencemuseum.org.uk/,http://group.sciencemuseum.org.uk/,sciencemuseum.org.uk,redirect->sciencemuseumgroup.org.uk,dofollow,redirected_same_topic,sciencemuseumgroup.org.uk
newham.sch.uk,https://www.kensington.newham.sch.uk/page/?title=Useful+Links&pid=106,Useful Links - Kensington Primary School,https://www.childcarechoices.gov.uk/,https://www.childcarechoices.gov.uk/,childcarechoices.gov.uk,redirect->beststartinlife.gov.uk,dofollow,redirected_unrelated_topic,beststartinlife.gov.uk
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,,http://www.jamesgesner.co.uk/,jamesgesner.co.uk,This operation was aborted,dofollow,broken,jamesgesner.co.uk
newham.sch.uk,https://www.kensington.newham.sch.uk/page/?title=Useful+Links&pid=106,Useful Links - Kensington Primary School,https://www.jobcentrenearme.com/,https://www.jobcentrenearme.com/,jobcentrenearme.com,redirect->jobyay.co.uk,dofollow,redirected_unrelated_topic,jobyay.co.uk
newham.sch.uk,https://www.kensington.newham.sch.uk/page/?title=Useful+Links&pid=106,Useful Links - Kensington Primary School,http://www.elascitt.com/,http://www.elascitt.com/,elascitt.com,fetch failed,dofollow,broken,elascitt.com
newham.sch.uk,https://www.kensington.newham.sch.uk/page/?title=Useful+Links&pid=106,Useful Links - Kensington Primary School,,https://www.ceop.police.uk/Ceop-Report/,police.uk,404,dofollow,broken,police.uk
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,,https://didcotboxingacademy.co.uk/,didcotboxingacademy.co.uk,fetch failed,dofollow,broken,didcotboxingacademy.co.uk
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,,https://swimclinic.school/,swimclinic.school,redirect->swimclinic.co.uk,dofollow,redirected_unrelated_topic,swimclinic.co.uk
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,,https://www.nhtc.uk/,nhtc.uk,fetch failed,dofollow,broken,nhtc.uk
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,,https://www.aspect-home-improvements.co.uk/,aspect-home-improvements.co.uk,fetch failed,dofollow,broken,aspect-home-improvements.co.uk
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,,http://www.jollyelectrical.co.uk/,jollyelectrical.co.uk,fetch failed,dofollow,broken,jollyelectrical.co.uk
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,,https://www.nominet.uk/,nominet.uk,403,dofollow,broken,nominet.uk
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,,http://www.specsavers.co.uk/,specsavers.co.uk,403,dofollow,broken,specsavers.co.uk
didcottownyouthfc.co.uk,https://www.didcottownyouthfc.co.uk/calendar/event/didcot-town-youth-fc-tournament-2022-507678,Didcot Town Youth FC. Tournament 2022,,http://www.thefa.com/RESPECT,thefa.com,redirect->englandfootball.com,dofollow,redirected_unrelated_topic,englandfootball.com
