keyword,search_volume,position,etv,cpc,competition,intent,url,serp_features
edmonton rangers,110,7,2.82,,0,informational,https://www.juniorgrassrootshub.com/tournaments/edmonton-rangers-fc-summer-tournament-2026-2026-06-20,organic related_searches knowledge_graph google_reviews third_party_reviews images
escalate football club,110,7,2.82,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/escalate-elite-fc,organic related_searches knowledge_graph google_reviews images
essex rangers,110,7,2.82,,0,informational,https://www.juniorgrassrootshub.com/clubs/essex-rangers-yfc,organic short_videos related_searches knowledge_graph google_reviews images
fa russell foster league,110,7,2.82,,0,informational,https://www.juniorgrassrootshub.com/leagues/russell-foster-youth-league,organic people_also_ask related_searches
farnham town youth football club,110,9,2.82,,0,informational,https://www.juniorgrassrootshub.com/tournaments/farnham-town-youth-fc-summer-tournament-july-24-2026,organic local_pack related_searches
faygate fc,110,7,2.82,0.07000000029802322,0.03999999910593033,informational,https://www.juniorgrassrootshub.com/clubs/faygate-united-fc,organic related_searches google_reviews knowledge_graph images
fc pontefract,110,12,2.82,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/fc-pontefract,organic find_results_on local_pack people_also_ask perspectives related_searches knowledge_graph images
football clubs in northumberland,110,12,2.82,,0,informational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-northumberland,ai_overview organic local_pack people_also_ask related_searches images
foyle harps,110,11,2.82,,0,informational,https://www.juniorgrassrootshub.com/clubs/foyle-harps-colts-u10-d-and-d,organic images ai_overview people_also_ask video related_searches
frodsham jfc,110,7,2.82,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/frodsham-football-festival-2026,organic related_searches
goldsworth park rangers,110,7,2.82,,0,navigational,https://www.juniorgrassrootshub.com/clubs/goldsworth-park-rangers-fc,organic related_searches images
greencastle rovers,110,8,2.82,,0,informational,https://www.juniorgrassrootshub.com/clubs/greencastle-rovers-fc,organic ai_overview related_searches images
greenford town fc,110,8,2.82,0.3199999928474426,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/greenford-town-fc,organic ai_overview people_also_ask related_searches images
haltwhistle jubilee football club,110,7,2.82,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/haltwhistle-jubilee,organic related_searches knowledge_graph google_reviews images
hatherleigh youth football club,110,7,2.82,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/hatherleigh-youth-fc-u9s-and-u10s-tournament-2027-2027-04-25,organic related_searches google_reviews knowledge_graph images
highgate rangers,110,7,2.82,1.1100000143051147,0,navigational,https://www.juniorgrassrootshub.com/clubs/highgate-rangers,organic related_searches knowledge_graph google_reviews images
leek wootton football club,110,9,2.82,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/leek-wootton,organic local_pack related_searches images
mid warwickshire football league,110,7,2.82,,0,informational,https://www.juniorgrassrootshub.com/leagues/mid-warwickshire-football-league,organic related_searches images
new road fc,110,9,2.82,,0,informational,https://www.juniorgrassrootshub.com/tournaments/new-road-fc-new-road-2026-tournament-2026,organic ai_overview people_also_ask related_searches images
north cardiff cosmos fc,110,7,2.82,,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/clubs/north-cardiff-cosmos-football-club,organic related_searches knowledge_graph google_reviews third_party_reviews images
north devon youth football league,110,7,2.82,,0,informational,https://www.juniorgrassrootshub.com/leagues/north-devon-youth-league,organic related_searches images
paisley johnstone and district 2009,110,8,2.82,,0,navigational,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic people_also_ask related_searches
poulton primary league,110,7,2.82,,0,informational,https://www.juniorgrassrootshub.com/leagues/poulton-and-district-primary-league,organic related_searches
salford storm fc,110,8,2.82,2.630000114440918,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/salford-storm-fc,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
sci tournament,110,7,2.82,0.18000000715255737,0.3400000035762787,informational,https://www.juniorgrassrootshub.com/partners/sci-football-festivals,organic related_searches images
skillwise sports,110,9,2.82,,0,informational,https://www.juniorgrassrootshub.com/coaches/skillwise-sports-entertainment,organic video related_searches knowledge_graph google_reviews images
south west minis,110,7,2.82,,0.029999999329447746,navigational,https://www.juniorgrassrootshub.com/clubs/south-west-mini-s-fc-united,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
stanningley albion,110,7,2.82,,0,informational,https://www.juniorgrassrootshub.com/clubs/stanningley-albion-jfc,organic related_searches knowledge_graph images
warrington junior football league tables,110,7,2.82,,0,informational,https://www.juniorgrassrootshub.com/leagues/warrington-junior-football-league,organic related_searches
whitacres wolves,110,8,2.82,,0,informational,https://www.juniorgrassrootshub.com/clubs/whitacres-wolves,ai_overview organic video related_searches images
antrim soccer academy,110,9,2.17,,0,navigational,https://www.juniorgrassrootshub.com/clubs/antrim-soccer-academy,organic ai_overview related_searches images
banstead village fc,110,9,2.17,,0,navigational,https://www.juniorgrassrootshub.com/clubs/banstead-village-fc,organic related_searches images
banstead village football club,110,9,2.17,,0,navigational,https://www.juniorgrassrootshub.com/clubs/banstead-village-fc,organic related_searches images
bawtry junior football club,110,9,2.17,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/bawtry-jfc,organic related_searches knowledge_graph google_reviews images
buckinghamshire football clubs,110,13,2.17,,0,informational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-buckinghamshire,organic ai_overview local_pack people_also_ask related_searches images
burton junior football league fixtures,110,8,2.17,,0,informational,https://www.juniorgrassrootshub.com/leagues/burton-junior-football-league,organic related_searches
byron red star football club,110,9,2.17,,0,navigational,https://www.juniorgrassrootshub.com/clubs/byron-red-star-fc,organic related_searches google_reviews knowledge_graph
cambridgeshire mini soccer league,110,8,2.17,,0,informational,https://www.juniorgrassrootshub.com/leagues/cambridgeshire-mini-soccer-league,organic related_searches images
chesterton eagles,110,9,2.17,,0,informational,https://www.juniorgrassrootshub.com/clubs/chesterton-eagles,organic related_searches knowledge_graph google_reviews images
dunscroft warriors,110,11,2.17,,0,informational,https://www.juniorgrassrootshub.com/clubs/dunscroft-warriors-jfc,organic local_pack related_searches images
echo league 25/26 fixtures,110,9,2.17,,0,informational,https://www.juniorgrassrootshub.com/leagues/echo-junior-league,organic people_also_ask related_searches
every generation leyland,110,8,2.17,,0,informational,https://www.juniorgrassrootshub.com/supporters/every-generation,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
fa eastham league,110,8,2.17,,0,informational,https://www.juniorgrassrootshub.com/leagues/eastham-and-district-junior-football-league,organic people_also_ask related_searches
football teams in northumberland,110,10,2.17,,0,informational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-northumberland,organic ai_overview people_also_ask related_searches images
hearts of teddlothian,110,10,2.17,,0,informational,https://www.juniorgrassrootshub.com/clubs/hearts-of-teddlothian,organic people_also_ask related_searches google_reviews knowledge_graph images
herne bay harriers,110,8,2.17,,0,informational,https://www.juniorgrassrootshub.com/clubs/herne-bay-harriers,organic related_searches knowledge_graph google_reviews images
hernhill herons,110,10,2.17,,0,informational,https://www.juniorgrassrootshub.com/clubs/dawes-hernhill-herons,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
horsham and district youth league,110,8,2.17,,0,informational,https://www.juniorgrassrootshub.com/leagues/horsham-district-youth-league,organic related_searches
hull junior football league,110,8,2.17,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/leagues/hull-and-district-youth-football-league,organic related_searches
isleworthians youth fc,110,9,2.17,,0,informational,https://www.juniorgrassrootshub.com/clubs/old-isleworthians-youth-fc,organic related_searches google_reviews knowledge_graph images
leek wootton fc,110,9,2.17,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/leek-wootton,organic related_searches knowledge_graph google_reviews images
lisburn castlereagh junior league,110,8,2.17,,0,informational,https://www.juniorgrassrootshub.com/leagues/lisburn-castlereagh-junior-football-league,organic related_searches images
power play rule,90,2,27.36,,0,informational,https://www.juniorgrassrootshub.com/news/fa-power-play-rule-junior-grassroots-football,ai_overview organic people_also_ask images related_searches
academy category 1,90,4,14.58,,0,informational,https://www.juniorgrassrootshub.com/academies/category-1,ai_overview organic people_also_ask images related_searches
category 1 academies,90,3,14.58,,0,navigational,https://www.juniorgrassrootshub.com/academies/category-1,organic ai_overview images people_also_ask related_searches
category 1 academy,90,3,14.58,,0,navigational,https://www.juniorgrassrootshub.com/academies/category-1,ai_overview organic people_also_ask images related_searches
linfield academy,90,2,14.58,,0,navigational,https://www.juniorgrassrootshub.com/academies/linfield-fc-youth-academy,organic people_also_ask related_searches images
north london football league,90,3,14.58,,0.07000000029802322,informational,https://www.juniorgrassrootshub.com/leagues/north-london-youth-football-league,ai_overview organic people_also_ask related_searches images
ashford and district youth football league,90,3,8.76,,0,informational,https://www.juniorgrassrootshub.com/leagues/ashford-and-district-youth-football-league,organic related_searches
ashford youth football league,90,3,8.76,,0,informational,https://www.juniorgrassrootshub.com/leagues/ashford-and-district-youth-football-league,organic related_searches
birchwood colts,90,3,8.76,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/tournaments/birchwood-colts-summer-tournament-2026-2026-06-06,organic people_also_ask related_searches knowledge_graph google_reviews images
grassroots football tournaments 2026 near me,90,4,8.76,,0.019999999552965164,commercial,https://www.juniorgrassrootshub.com/tournaments,ai_overview organic people_also_ask related_searches
manchester respect league,90,3,8.76,,0,informational,https://www.juniorgrassrootshub.com/leagues/manchester-respect-junior-football-league,organic related_searches
parkmoor fc,90,3,8.76,,0,navigational,https://www.juniorgrassrootshub.com/clubs/parkmoor-fc,organic ai_overview related_searches images
ashford district youth football league,90,4,5.93,,0,informational,https://www.juniorgrassrootshub.com/leagues/ashford-and-district-youth-football-league,organic related_searches
cambs mini soccer league,90,4,5.93,,0,informational,https://www.juniorgrassrootshub.com/leagues/cambridgeshire-mini-soccer-league,organic related_searches
corsham tournament 2026,90,4,5.93,,0,informational,https://www.juniorgrassrootshub.com/tournaments/afc-corsham-summer-tournament-2026-2026-05-30,organic ai_overview related_searches
didcot casuals tournament 2026,90,5,5.93,,0,informational,https://www.juniorgrassrootshub.com/tournaments/didcot-casuals-festival-of-football-2026-2026-06-20,organic ai_overview related_searches
glasgow city cup,90,4,5.93,,0,informational,https://www.juniorgrassrootshub.com/tournaments/glasgow-city-cup-2026-international-youth-tournament-2026,organic people_also_ask related_searches knowledge_graph google_reviews images
iwade herons fc,90,4,5.93,,0,informational,https://www.juniorgrassrootshub.com/clubs/iwade-herons-united,organic related_searches google_reviews knowledge_graph images
kirkfield united,90,4,5.93,,0,navigational,https://www.juniorgrassrootshub.com/clubs/kirkfield-united,organic related_searches images
lee rangers fc,90,4,5.93,,0,informational,https://www.juniorgrassrootshub.com/clubs/lee-rangers-football-club,organic related_searches images
merley fc,90,6,5.93,,0,informational,https://www.juniorgrassrootshub.com/clubs/merley-fc,organic local_pack related_searches images
prestwich marauders,90,4,5.93,,0,informational,https://www.juniorgrassrootshub.com/clubs/prestwich-marauders,organic related_searches knowledge_graph google_reviews images
sjb juniors,90,4,5.93,1.6399999856948853,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/tournaments/sjb-juniors-fc-summer-tournament-june-14-2026,organic people_also_ask images related_searches knowledge_graph google_reviews
thundersley rovers,90,4,5.93,,0,transactional,https://www.juniorgrassrootshub.com/clubs/thundersley-rovers-youth,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
woodley wanderers,90,4,5.93,,0,transactional,https://www.juniorgrassrootshub.com/clubs/woodley-wanderers-and-youth-fc,organic related_searches google_reviews knowledge_graph images
wythenshawe celtic,90,4,5.93,,0,informational,https://www.juniorgrassrootshub.com/clubs/wythenshawe-celtic,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
brooklands dragons,90,5,4.22,,0,informational,https://www.juniorgrassrootshub.com/clubs/brooklands-dragons-jfc,organic related_searches knowledge_graph google_reviews images
colchester youth and district league,90,5,4.22,,0,informational,https://www.juniorgrassrootshub.com/leagues/colchester-and-district-youth-league,organic related_searches
cold ash fc,90,5,4.22,,0,informational,https://www.juniorgrassrootshub.com/tournaments/cold-ash-boys-and-girls-fc-summer-tournament-2026-2026-06-27,organic related_searches images
cold ash football club,90,5,4.22,,0,informational,https://www.juniorgrassrootshub.com/tournaments/cold-ash-boys-and-girls-fc-summer-tournament-2026-2026-06-27,organic related_searches knowledge_graph google_reviews images
deiniolen football club,90,5,4.22,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/deiniolen-junior-fc,organic related_searches knowledge_graph google_reviews images
dumfries football teams,90,7,4.22,,0,informational,https://www.juniorgrassrootshub.com/clubs/in/dumfries-and-galloway,ai_overview organic people_also_ask related_searches images
iwade herons football club,90,5,4.22,,0,informational,https://www.juniorgrassrootshub.com/clubs/iwade-herons-united,organic related_searches google_reviews knowledge_graph images
mid solent youth,90,5,4.22,,0,informational,https://www.juniorgrassrootshub.com/leagues/mid-solent-youth-football-league,organic related_searches
ramsey colts,90,5,4.22,,0,informational,https://www.juniorgrassrootshub.com/clubs/ramsey-colts-fd,organic people_also_ask related_searches knowledge_graph google_reviews images
swfu,90,5,4.22,,0,informational,https://www.juniorgrassrootshub.com/tournaments/swfu-tournament-2026-sponsored-by-cb-services-group-2026-06-06,organic related_searches knowledge_graph google_reviews third_party_reviews images
tewkesbury town colts,90,5,4.22,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/tournaments/tewkesbury-town-colts-tournament-june-14-2026,organic related_searches knowledge_graph google_reviews images
wyrley juniors fc,90,5,4.22,,0,informational,https://www.juniorgrassrootshub.com/tournaments/wyrley-juniors-fc-tournament-june-6-2026,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews
afc hiltingbury,90,6,3.04,,0,navigational,https://www.juniorgrassrootshub.com/clubs/afc-hiltingbury,organic people_also_ask related_searches google_reviews knowledge_graph images
ambassador football league,90,6,3.04,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/leagues/ambassador-evesham-football-league,organic related_searches
baschurch juniors football club,90,6,3.04,,0,navigational,https://www.juniorgrassrootshub.com/clubs/baschurch-fc,organic related_searches google_reviews knowledge_graph images
bold miners,90,8,3.04,,0,informational,https://www.juniorgrassrootshub.com/clubs/bold-miners-fc,local_pack organic related_searches images
central lancs league,90,6,3.04,,0,informational,https://www.juniorgrassrootshub.com/leagues/central-lancashire-junior-football-league,organic related_searches
corby kingswood,90,6,3.04,,0,informational,https://www.juniorgrassrootshub.com/clubs/corby-kingswood,organic related_searches knowledge_graph google_reviews third_party_reviews images
craven minor jfl,90,6,3.04,,0,informational,https://www.juniorgrassrootshub.com/leagues/craven-minor-junior-football-league,organic related_searches
echo league u11,90,6,3.04,,0,informational,https://www.juniorgrassrootshub.com/leagues/echo-junior-league,organic people_also_ask related_searches
gosport falcons,90,6,3.04,,0,informational,https://www.juniorgrassrootshub.com/clubs/gosport-falcons,organic related_searches knowledge_graph google_reviews images
markethill swifts youth,90,6,3.04,,0,navigational,https://www.juniorgrassrootshub.com/clubs/markethill-swifts,organic related_searches images
mega strikers,90,6,3.04,,0,informational,https://www.juniorgrassrootshub.com/coaches/megastrikers,organic related_searches knowledge_graph google_reviews images
newquay afc youth,90,6,3.04,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/tournaments/newquay-afc-summer-youth-tournament-2026-2026-06-28,organic related_searches knowledge_graph google_reviews images
ocean sports therapy wallingford,90,6,3.04,6.460000038146973,0.07000000029802322,informational,https://www.juniorgrassrootshub.com/supporters/ocean-sports-therapy,organic people_also_ask related_searches knowledge_graph google_reviews
paisley johnstone and district 2010,90,7,3.04,,0,informational,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic people_also_ask related_searches
pinner united,90,7,3.04,,0,navigational,https://www.juniorgrassrootshub.com/clubs/pinner-united-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
port tennant colts,90,7,3.04,,0,navigational,https://www.juniorgrassrootshub.com/clubs/port-tennant-colts,organic ai_overview related_searches images
reeves rangers,90,6,3.04,,0,informational,https://www.juniorgrassrootshub.com/clubs/reeves-rangers-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
reeves rangers fc,90,6,3.04,,0,informational,https://www.juniorgrassrootshub.com/clubs/reeves-rangers-fc,organic related_searches images
sheffield allstars jfc,90,6,3.04,0.6399999856948853,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/sheffield-allstars,organic people_also_ask images related_searches knowledge_graph google_reviews
southbrook tournament 2026,90,7,3.04,,0,informational,https://www.juniorgrassrootshub.com/tournaments/southbrook-y-f-c-tournament-june-7-2026,organic ai_overview related_searches
the little coffee roastery,90,7,3.04,0.05999999865889549,0.03999999910593033,navigational,https://www.juniorgrassrootshub.com/supporters/the-little-coffee-roastery,organic people_also_ask related_searches knowledge_graph google_reviews images
warwickshire football clubs,90,12,3.04,,0,informational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-warwickshire,organic ai_overview find_results_on local_pack people_also_ask related_searches
whiteley wanderers,90,6,3.04,,0,informational,https://www.juniorgrassrootshub.com/clubs/whiteley-wanderers,organic related_searches
aintree villa fc,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/clubs/aintree-villa,organic people_also_ask related_searches knowledge_graph google_reviews images
ambassador league football,90,7,2.30,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/leagues/ambassador-evesham-football-league,organic people_also_ask related_searches
avon youth,90,7,2.30,,0,navigational,https://www.juniorgrassrootshub.com/leagues/avon-youth-league,organic related_searches knowledge_graph google_reviews
carnbane league newry,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/carnbane-youth-league,organic related_searches images
colchester youth district league,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/colchester-and-district-youth-league,organic related_searches
crawley and maidenbower panthers,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/tournaments/crawley-and-maidenbower-panthers-tournament-june-28-2026,organic related_searches knowledge_graph google_reviews images
cuckfield cosmos,90,7,2.30,,0,navigational,https://www.juniorgrassrootshub.com/clubs/cuckfield-cosmos,organic related_searches knowledge_graph google_reviews images
dm elite coaching,90,7,2.30,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/coaches/dm-elite-coaching,organic people_also_ask related_searches
doncaster united jfc,90,7,2.30,,0,navigational,https://www.juniorgrassrootshub.com/clubs/doncaster-united-jfc,organic related_searches knowledge_graph google_reviews images
eccleshall eagles,90,7,2.30,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/tournaments/eccleshall-eagles-footy-fest-2026-2026-06-27,organic people_also_ask related_searches knowledge_graph google_reviews images
fae youth,90,8,2.30,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/tournaments/fae-youth-football-festival-2026-06-19,organic people_also_ask images related_searches knowledge_graph google_reviews
football clubs in cumbria,90,12,2.30,,0,informational,https://www.juniorgrassrootshub.com/cumbria-football,ai_overview organic local_pack people_also_ask related_searches
football teams in cumbria,90,9,2.30,,0,informational,https://www.juniorgrassrootshub.com/cumbria-football,ai_overview organic people_also_ask related_searches
great notley fc,90,7,2.30,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/tournaments/great-notley-fc-2026-2026-06-27,organic related_searches knowledge_graph google_reviews images
greatham fc,90,7,2.30,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/greatham-fc,organic related_searches knowledge_graph google_reviews images
greenwell star fc,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/clubs/greenwell-star-youth-boys,organic related_searches
ise lodge fc,90,7,2.30,1.5,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/ise-lodge,organic related_searches images
isledon wolves,90,8,2.30,,0,informational,https://www.juniorgrassrootshub.com/clubs/isledon-wolves,organic images people_also_ask related_searches google_reviews knowledge_graph
johnstown fc,90,7,2.30,,0,navigational,https://www.juniorgrassrootshub.com/clubs/johnstown-fc,organic related_searches knowledge_graph google_reviews images
london county youth league,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/london-county-saturday-youth-football-league,organic related_searches
mercian league u13,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/mercian-fortis-junior-league,organic related_searches
milborne port football club,90,7,2.30,,0,navigational,https://www.juniorgrassrootshub.com/clubs/milborne-port-youth,organic related_searches images
monkton swifts football club,90,7,2.30,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/monkton-swifts,organic related_searches knowledge_graph google_reviews images
motherwell academy,90,7,2.30,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/academies/motherwell-fc-youth-academy,organic related_searches images
north staffs junior football league,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/north-staffs-junior-youth-league,organic related_searches
paisley johnstone and district under 14,90,9,2.30,,0,commercial,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic ai_overview related_searches
pudsey juniors,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/tournaments/pudsey-juniors-fc-2026-gala-2026-06-27,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
rother youth football league,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/rother-youth-football-league,organic related_searches
rubery juniors,90,7,2.30,,0,informational,https://www.juniorgrassrootshub.com/noticeboard/rubery-juniors-forming-a-new-u11-team-for-26-27-year-6-from-september-unregister,organic related_searches knowledge_graph google_reviews images
whitnash town fc,90,9,2.30,,0,informational,https://www.juniorgrassrootshub.com/clubs/whitnash-town,organic ai_overview people_also_ask related_searches images
amesbury junior fc,90,8,1.77,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/amesbury-junior-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
arsenal women's academy,90,10,1.77,,0,informational,https://www.juniorgrassrootshub.com/academies/arsenal-women-s-academy,organic ai_overview people_also_ask related_searches images
ballymacash rangers youth,90,9,1.77,,0,informational,https://www.juniorgrassrootshub.com/tournaments/ballymacash-rangers-2016-grassroots-cup-2026-06-06,organic people_also_ask related_searches images
bath arsenal football club,90,9,1.77,1.2599999904632568,0,informational,https://www.juniorgrassrootshub.com/clubs/bath-arsenal,organic people_also_ask related_searches
berg youth fc,90,9,1.77,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/berg-youth,organic related_searches google_reviews knowledge_graph third_party_reviews images
blackpool district football league,90,8,1.77,,0,informational,https://www.juniorgrassrootshub.com/leagues/blackpool-and-district-youth-league,organic people_also_ask related_searches
bysl league,90,8,1.77,,0,informational,https://www.juniorgrassrootshub.com/leagues/bedfordshire-youth-saturday-league,organic related_searches
caledon rovers,90,9,1.77,,0,informational,https://www.juniorgrassrootshub.com/clubs/caledon-rovers,organic people_also_ask related_searches knowledge_graph google_reviews images
cambridgeshire football clubs,90,13,1.77,,0.03999999910593033,informational,https://www.juniorgrassrootshub.com/clubs/in/cambridgeshire,organic find_results_on local_pack people_also_ask images related_searches
clinical training fc,90,8,1.77,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/clinical-training-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
corby hellenic,90,9,1.77,,0,informational,https://www.juniorgrassrootshub.com/clubs/corby-hellenic-fisher-youth-fc,organic related_searches knowledge_graph google_reviews
cumbria football teams,90,10,1.77,,0,informational,https://www.juniorgrassrootshub.com/cumbria-football,ai_overview organic people_also_ask related_searches images
field of dreams whittlesey,90,10,1.77,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/tournaments/field-of-dreams-summer-cup-june-21-2026,ai_overview organic video related_searches images
football clubs in gloucestershire,90,14,1.77,,0,informational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-gloucestershire,ai_overview organic find_results_on local_pack people_also_ask related_searches images
football clubs in warwickshire,90,13,1.77,,0,informational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-warwickshire,organic find_results_on local_pack people_also_ask related_searches images
football teams in warwickshire,90,10,1.77,,0,informational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-warwickshire,ai_overview organic people_also_ask related_searches
foxhall fc blackpool,90,9,1.77,,0.03999999910593033,informational,https://www.juniorgrassrootshub.com/clubs/foxhall,organic people_also_ask related_searches knowledge_graph google_reviews images
great notley football club,90,9,1.77,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/tournaments/great-notley-fc-2026-2026-06-27,organic people_also_ask images related_searches knowledge_graph google_reviews
great park fc,90,8,1.77,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/great-park-juniors,organic related_searches images
heaton stannington juniors,90,11,1.77,,0,informational,https://www.juniorgrassrootshub.com/clubs/heaton-stannington-juniors,organic local_pack related_searches images
leicestershire junior football league,90,8,1.77,,0,informational,https://www.juniorgrassrootshub.com/leicestershire-football,organic related_searches
linwood rangers,90,10,1.77,,0,informational,https://www.juniorgrassrootshub.com/clubs/linwood-rangers-yc,organic ai_overview related_searches images
ljr coaching,90,8,1.77,,0,commercial,https://www.juniorgrassrootshub.com/coaches/ljr-coaching,organic people_also_ask google_reviews knowledge_graph third_party_reviews images
cat 4 academies,70,3,11.34,,0,informational,https://www.juniorgrassrootshub.com/academies/category-4,ai_overview organic images related_searches
cat 4 academy,70,2,11.34,,0,informational,https://www.juniorgrassrootshub.com/academies/category-4,organic images related_searches
category 1 academies list,70,3,11.34,,0,navigational,https://www.juniorgrassrootshub.com/academies/category-1,ai_overview organic people_also_ask images related_searches
category 1 academy list,70,3,11.34,,0,navigational,https://www.juniorgrassrootshub.com/academies/category-1,ai_overview organic people_also_ask images related_searches
category 4 academy,70,3,11.34,,0,informational,https://www.juniorgrassrootshub.com/academies/category-4,ai_overview organic related_searches images
comprehensive football centre,70,2,11.34,,0,informational,https://www.juniorgrassrootshub.com/clubs/comprehensive-football-centre,organic people_also_ask related_searches knowledge_graph google_reviews images
hundleton football club,70,4,11.34,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/hundleton-afc-charity-football-festival-2026-2026-06-20,organic images ai_overview related_searches
list of category 1 academies,70,3,11.34,,0,navigational,https://www.juniorgrassrootshub.com/academies/category-1,ai_overview organic people_also_ask related_searches
afc willenhall,70,3,6.81,,0,navigational,https://www.juniorgrassrootshub.com/clubs/afc-willenhall,organic related_searches images
bkyl,70,3,6.81,,0,informational,https://www.juniorgrassrootshub.com/clubs/nfc-kesh-u14-bkyl/claim,organic related_searches
eglinton eagles,70,3,6.81,,0,informational,https://www.juniorgrassrootshub.com/clubs/eglinton-eagles,organic images related_searches
flackwell heath minors,70,3,6.81,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/flackwell-heath-fc-minors-festival-of-football-2026-2026-05-30,organic related_searches knowledge_graph google_reviews images
grassroots football tournaments,70,3,6.81,0.7900000214576721,0.03999999910593033,informational,https://www.juniorgrassrootshub.com/tournaments,organic related_searches images
paisley football league,70,3,6.81,,0,informational,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic related_searches
ribbleton football club,70,4,6.81,,0,navigational,https://www.juniorgrassrootshub.com/clubs/ribbleton,organic ai_overview people_also_ask related_searches images
rustington otters,70,4,6.81,,0,informational,https://www.juniorgrassrootshub.com/clubs/rustington-otters,organic ai_overview images related_searches
walbottle football club,70,4,6.81,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/walbottle-fc-football-tournament-low-level-weekend-2026,ai_overview organic related_searches knowledge_graph google_reviews images
bexley borough fc,70,5,4.61,,0,informational,https://www.juniorgrassrootshub.com/clubs/bexley-borough-fc,organic ai_overview related_searches images
